zipCode,Female,Male
25109,1368,1276
25110,1216,1180
25111,1412,1364
25112,368,296
25113,2000,1828
25114,1152,1076
25115,168,192
25118,2020,1972
25119,928,848
25121,1924,1964
25123,6808,7332
25124,2456,2400
25125,1988,2056
25126,120,112
25130,7892,7492
25132,576,528
25133,1884,1804
25134,836,856
25136,3392,3800
25139,904,856
25140,1912,2136
25141,384,396
25142,844,820
25143,17896,16420
25148,644,684
25149,468,500
25152,752,720
25154,1752,1720
25156,208,212
25159,10404,10248
25160,560,652
25161,776,700
25162,1200,1084
25164,2572,2456
25165,1224,1224
25168,4976,5036
25169,1072,992
25173,904,904
25174,824,856
25177,50184,46152
25180,184,148
25181,3808,3604
25183,132,160
25185,0,4168
25186,1916,1608
25187,1448,1428
25193,944,964
25201,104,116
25202,2728,2752
25203,160,196
25204,388,456
25205,712,852
25206,1236,1168
25208,1996,1972
25209,2484,2424
25211,248,292
25213,11252,10796
25214,1240,1216
25234,2420,2380
25235,1912,1884
25239,3364,3564
25241,3372,3468
25243,1776,1820
25244,1412,1516
25245,1500,1456
25247,992,1044
25248,6004,6356
25251,872,844
25252,2120,2164
25253,4088,4116
25259,1380,1416
25260,3248,3060
25261,656,684
25262,1756,1836
25264,852,912
25265,3240,3016
25266,1520,1668
25267,1544,1488
25268,1636,1848
25270,1952,1936
25271,19324,17892
25275,4580,4568
25276,15888,15120
25285,1184,1196
25286,3400,3368
25287,3380,1708
25301,5864,5220
25302,31672,28640
25303,15200,13248
25304,18888,16204
25305,0,0
25306,13276,12392
25309,27896,25528
25311,22508,20752
25312,30820,28724
25313,27512,26232
25314,29980,28188
25315,7068,5952
25320,12492,11844
25401,29824,28664
25403,25568,24796
25404,39964,38240
25405,23348,24768
25411,25548,24984
25413,15092,14940
25414,34828,33268
25419,18528,18476
25420,8020,8076
25422,3260,3540
25425,25096,26244
25427,28352,28936
25428,22084,21020
25430,16132,16316
25431,876,936
25432,236,248
25434,4932,5152
25437,380,468
25438,12944,12120
25442,3900,3800
25443,15560,14220
25444,1172,1248
25446,2940,2912
25501,2248,2272
25502,2104,2032
25503,1432,1484
25504,25488,25156
25505,932,976
25506,10036,10112
25507,2424,1524
25508,19800,19548
25510,10348,9948
25511,2116,2252
25512,2400,2548
25514,8068,8028
25515,4776,4564
25517,4044,4240
25520,3172,3072
25521,2112,2292
25523,5492,5096
25524,6872,7072
25526,45012,42596
25529,1948,2104
25530,12348,11160
25534,540,588
25535,5592,5540
25537,4052,3920
25540,588,572
25541,19288,18112
25545,9248,8800
25547,1956,1920
25550,19268,17040
25555,4700,4600
25557,3564,3452
25559,4336,4272
25560,16300,15688
25564,2516,2484
25565,1244,1360
25567,1764,1932
25570,13612,12948
25571,4488,4336
25573,1988,1892
25601,11108,9716
25606,2004,1852
25607,2376,2184
25608,2028,1988
25611,1344,1384
25617,2000,1996
25621,4300,4320
25624,996,924
25625,2644,3164
25628,1152,1004
25630,1384,1348
25632,1624,1712
25634,1528,1556
25635,2436,2472
25637,1880,1864
25638,2292,2300
25639,1212,1220
25644,1064,1080
25646,2008,1752
25647,1596,1476
25649,2836,2752
25650,1076,1112
25651,1444,1504
25652,3348,3084
25653,936,900
25654,664,576
25661,14576,12772
25666,1300,1316
25669,1804,1744
25670,11628,11688
25671,2548,2596
25672,804,828
25674,6436,6372
25676,2488,2512
25678,3320,3060
25688,992,800
25690,500,496
25692,2112,1972
25696,612,568
25699,420,380
25701,47084,46052
25702,16124,15028
25703,14064,12940
25704,33988,31776
25705,43028,39816
25801,70956,63404
25810,524,520
25811,296,320
25812,3872,3736
25813,11512,20740
25817,1544,1592
25818,1020,868
25820,844,904
25823,4496,4208
25825,4884,4676
25826,588,596
25827,5040,4912
25831,2840,2844
25832,8212,7764
25836,1020,932
25837,792,772
25839,1328,1436
25840,16356,16360
25841,1128,1172
25843,1524,1640
25844,2916,2752
25845,1264,1244
25846,692,760
25848,864,908
25849,560,504
25853,384,344
25854,2224,2180
25855,516,320
25857,660,572
25862,580,484
25864,600,636
25865,2948,2952
25868,856,872
25870,220,192
25871,1472,1308
25873,1196,1232
25875,944,1000
25876,256,256
25878,1888,1832
25879,704,732
25880,14136,13576
25882,4116,4016
25901,25048,22632
25902,872,808
25904,692,768
25906,544,604
25907,268,224
25908,304,384
25911,112,108
25913,800,788
25915,604,640
25916,424,384
25917,4368,4188
25918,8912,8808
25920,476,408
25921,4476,4152
25922,580,616
25928,760,740
25932,668,688
25936,80,92
25938,2576,2572
25942,348,300
25951,12804,12028
25958,1744,1660
25962,7992,7232
25969,1924,1968
25971,2348,2172
25972,556,640
25976,5352,5300
25977,324,296
25978,1168,1256
25979,1888,1684
25981,1860,1944
25984,3824,3720
25985,868,852
25989,592,528
26003,90168,81840
26030,1072,992
26031,3696,3324
26032,2408,2564
26033,6208,5968
26034,10216,9404
26035,4940,5024
26036,856,844
26037,13924,12644
26038,6016,5404
26039,2084,2160
26040,4332,4080
26041,33124,31608
26047,12568,12320
26050,3124,3176
26055,3508,3516
26056,192,180
26059,6168,6160
26060,3760,3764
26062,45740,41464
26070,17168,16596
26074,2540,2196
26075,992,1028
26101,62388,57608
26104,35124,31952
26105,26096,23236
26133,2796,2864
26134,1964,1588
26136,1296,1280
26137,1848,1908
26138,224,284
26141,708,748
26142,5208,5088
26143,9224,8964
26146,2012,2000
26147,4492,4260
26148,452,528
26149,5064,4744
26150,12916,12320
26151,1100,1132
26152,108,116
26155,18216,17076
26159,5732,5248
26160,1884,1956
26161,848,1072
26164,16928,16120
26167,1744,1716
26169,1644,1724
26170,11028,13520
26175,6844,6460
26178,1164,1184
26180,4480,4656
26181,12156,12352
26184,4784,4660
26187,12452,11476
26201,40428,38376
26202,1316,1248
26203,376,416
26205,7608,7152
26206,6104,5800
26208,1868,2024
26209,220,228
26215,320,348
26217,704,712
26218,5044,5288
26222,908,908
26224,408,476
26228,200,236
26230,224,272
26234,2896,2920
26236,68,48
26237,1068,1216
26238,1452,1504
26241,30228,28136
26250,10728,11552
26253,7112,6848
26254,600,612
26257,1940,1888
26259,364,340
26260,2708,2800
26261,5592,5212
26263,608,656
26264,1252,1316
26266,508,500
26267,620,856
26268,168,160
26269,2048,2024
26270,1476,1544
26271,760,772
26273,1756,6408
26275,1496,1480
26276,692,732
26278,1180,1184
26280,3460,3380
26282,124,116
26283,3324,3612
26285,604,612
26287,6236,6288
26288,7344,7068
26291,280,380
26292,1756,1588
26293,1248,1152
26294,1460,1456
26296,344,364
26298,188,196
26301,63148,58592
26320,1972,2028
26321,672,744
26323,1236,1172
26325,616,664
26327,188,144
26330,29628,27880
26335,2796,2716
26337,2344,2528
26338,1248,1268
26339,488,532
26342,972,1064
26343,860,920
26346,1900,1988
26347,4100,4172
26348,412,372
26349,252,276
26351,6532,13948
26354,21884,22656
26361,552,500
26362,7028,6484
26366,288,288
26369,1560,1488
26372,1340,1404
26374,2716,2784
26376,888,964
26377,1332,1468
26378,7912,7368
26384,1016,1064
26385,7768,7720
26386,4772,4872
26404,988,844
26405,2276,2440
26408,5712,5696
26410,2076,2072
26411,1348,1480
26412,1052,1132
26415,7304,8760
26416,15516,14600
26419,2200,2324
26421,520,528
26422,1200,1224
26424,664,608
26425,2476,2388
26426,13740,14272
26430,980,884
26431,12156,11644
26435,208,184
26436,412,404
26437,1272,1308
26438,396,308
26440,2184,2356
26443,536,496
26444,7292,7264
26447,2132,2088
26448,2708,2976
26451,1348,1392
26452,19708,18996
26456,7452,7484
26501,36932,41532
26505,73124,81964
26508,59088,57592
26519,3524,3820
26520,1540,1572
26521,708,676
26525,11548,16708
26534,1676,1480
26537,12060,10824
26541,5224,5272
26542,5152,5036
26543,532,476
26547,4664,4840
26554,84724,80752
26559,2592,2484
26560,436,472
26562,1220,1316
26563,744,780
26568,1456,1260
26570,7176,7204
26571,3620,3712
26572,264,280
26574,1360,1296
26575,1660,1648
26576,1272,1160
26581,2184,2232
26582,11064,10276
26585,940,976
26586,436,400
26587,848,880
26588,5376,5068
26590,1584,1580
26591,3004,3040
26601,9412,10180
26610,2096,2264
26611,456,440
26615,484,496
26617,388,360
26619,1212,1212
26621,1520,1508
26623,2388,2368
26624,6148,5652
26627,928,860
26629,612,624
26631,656,752
26636,956,992
26638,336,376
26651,19816,18784
26656,852,752
26660,532,488
26662,2344,2272
26676,852,888
26678,2500,2488
26679,3668,3916
26680,700,660
26681,3004,2940
26684,248,216
26690,1136,1200
26691,792,876
26704,10852,11800
26705,2104,2204
26707,656,720
26710,4088,4444
26711,5204,5416
26714,912,1016
26716,1344,1480
26717,2164,2516
26719,5736,5404
26720,368,328
26722,1144,1252
26726,27052,26172
26731,784,744
26739,1792,1764
26743,3100,3352
26750,1872,1692
26753,12716,12300
26755,1624,1708
26757,13532,12324
26761,1376,1364
26763,2940,3220
26764,8524,8356
26767,1572,1500
26801,2300,2172
26802,2548,2880
26804,1380,1456
26807,5996,5792
26808,1932,1936
26810,560,756
26812,3444,3376
26814,800,860
26815,1264,1320
26817,888,884
26818,1452,1384
26823,376,416
26833,4492,4744
26836,13036,13276
26845,1720,1872
26847,12844,12264
26851,4264,4456
26852,1624,1852
26855,1648,1656
26865,488,504
26866,1840,1876
26884,1240,1260
27006,28852,27748
27007,4324,4324
27009,5268,5320
27011,11312,10676
27012,52484,49360
27013,12284,11944
27014,1760,1600
27016,3944,3800
27017,18824,19564
27018,15612,15008
27019,8096,8032
27020,12796,12888
27021,37952,34472
27022,3144,3096
27023,24452,23040
27024,5300,5632
27025,22576,21976
27027,9144,8396
27028,53008,50348
27030,79792,73704
27040,22332,21240
27041,15392,14824
27042,1640,1696
27043,13208,13252
27045,17568,16576
27046,4004,4092
27047,2384,2380
27048,17308,17128
27050,7872,7700
27051,15108,14368
27052,21744,20752
27053,5968,6060
27054,5228,5040
27055,28772,28028
27101,38116,37488
27103,71412,61420
27104,61396,52544
27105,84172,74100
27106,95760,84300
27107,96808,91044
27109,5212,4944
27110,5584,2924
27127,72372,64180
27201,128,124
27203,44344,40088
27205,66412,66452
27207,7832,7348
27208,3372,3332
27209,8028,7704
27212,3124,7196
27214,21040,20136
27215,82876,72352
27217,76840,70976
27229,8136,7580
27231,4344,4248
27233,6740,6820
27235,8824,7720
27239,18608,17708
27242,4252,4148
27243,8744,8604
27244,30448,26244
27248,9076,9020
27249,25764,24180
27252,4132,3880
27253,61744,57564
27258,12256,11768
27260,50788,45304
27262,51120,44616
27263,44112,41544
27265,98112,88648
27278,50032,47112
27281,6356,6044
27282,33020,30604
27283,6184,6380
27284,105980,98564
27288,51308,44976
27291,3244,3404
27292,80652,78496
27295,75600,73244
27298,20536,20808
27299,10296,10464
27301,18240,16760
27302,55168,50480
27305,3548,3192
27306,12648,12056
27310,13240,13600
27311,7096,6512
27312,38564,34660
27313,14248,13600
27314,2052,2152
27315,4552,4420
27316,13284,13316
27317,34336,33500
27320,81124,76280
27325,13544,13272
27326,8244,7788
27330,77548,74240
27332,61800,59144
27340,248,232
27341,10704,10736
27343,3548,3316
27344,36732,35356
27349,11092,10952
27350,13156,12964
27355,5384,5256
27356,6396,6424
27357,15852,15724
27358,28224,28076
27360,94732,89604
27370,30400,29808
27371,17316,15212
27376,19356,18188
27377,14952,13464
27379,10008,8636
27401,46376,41352
27403,46960,40872
27405,93452,84816
27406,119540,106292
27407,94304,90664
27408,36312,32872
27409,33352,29132
27410,111768,97784
27455,60880,53944
27501,35552,34732
27502,63028,60296
27503,6960,6924
27504,30000,28264
27505,11964,11620
27507,3960,3756
27508,3328,4884
27509,9336,31332
27510,30224,28352
27511,65632,62484
27513,83200,79820
27514,69116,59324
27516,74836,69720
27517,49544,43840
27518,40600,37920
27519,80648,76064
27520,74268,71160
27521,12084,12056
27522,25072,24268
27523,19352,18856
27524,25016,24336
27525,27300,26052
27526,79776,75800
27527,36792,36072
27529,87128,81384
27530,82276,78192
27531,364,2012
27534,65216,60240
27536,38160,30996
27537,50148,47128
27539,37836,36932
27540,59952,57500
27541,7520,7560
27542,18556,17976
27544,9196,8600
27545,47944,44080
27546,38732,39152
27549,49136,47312
27551,3852,3996
27553,4204,7544
27555,1000,764
27556,728,656
27557,15332,14704
27559,4604,4548
27560,46116,44376
27562,3828,3924
27563,10576,9456
27565,52720,48300
27568,1084,836
27569,16400,15688
27571,7748,7824
27572,13096,13088
27573,24824,20832
27574,29264,28228
27576,35068,33296
27577,45880,45764
27581,6048,6148
27582,584,572
27583,13728,13956
27587,108516,103796
27589,17564,15916
27591,39980,38376
27592,30384,30592
27596,31288,31188
27597,44596,44128
27601,18368,19432
27603,91092,97040
27604,87876,80940
27605,8956,9024
27606,79488,93352
27607,50304,50448
27608,21784,19932
27609,69060,62796
27610,140688,121904
27612,74012,66100
27613,87808,82952
27614,65928,60136
27615,88216,80448
27616,89436,79740
27617,32304,28492
27701,41792,43360
27703,87156,80592
27704,74360,63708
27705,94340,90788
27707,95448,84644
27709,2192,1996
27712,41756,38384
27713,100012,86628
27801,47588,39372
27803,45300,39608
27804,61384,54848
27805,8464,7504
27806,4812,4512
27807,13088,13428
27808,4472,4428
27809,10552,9812
27810,9032,8476
27812,5548,4824
27813,1576,1412
27814,3372,3332
27816,5104,4960
27817,14932,14500
27818,2924,2452
27819,664,656
27820,6516,5836
27821,752,680
27822,16876,15696
27823,17424,15380
27824,3152,2752
27825,220,192
27826,1252,4264
27827,76,56
27828,19224,17060
27829,3904,3816
27830,9604,9416
27831,8484,7148
27832,5932,5456
27834,113316,98340
27837,11872,11740
27839,6340,9664
27840,1180,876
27841,184,152
27842,3036,2936
27843,2332,2296
27844,6028,5772
27845,4032,5544
27846,6052,5900
27847,1972,1772
27849,3188,2988
27850,14908,14080
27851,10544,10528
27852,6084,5824
27853,1352,1340
27855,13528,12296
27856,33440,35124
27857,2640,2552
27858,116836,106288
27860,4444,4540
27861,152,132
27862,1844,1664
27863,23860,23080
27864,9940,9176
27865,3892,3816
27866,1744,1676
27869,4852,4180
27870,58232,50712
27871,9856,8620
27872,768,732
27873,824,764
27874,10404,9040
27875,1088,980
27876,2772,2436
27878,4216,3508
27879,684,560
27880,6412,6804
27881,128,116
27882,15360,14292
27883,7224,7036
27884,2576,2552
27885,2036,1900
27886,46156,40208
27888,5124,5116
27889,57560,52312
27890,5564,4520
27891,10840,10068
27892,32676,28052
27893,84172,74720
27896,42216,38304
27897,4716,4344
27909,82836,79960
27910,26132,21896
27915,1500,1608
27916,1564,1424
27917,1732,1600
27919,2300,2220
27920,2580,2724
27921,9532,9688
27922,2304,1816
27923,1192,1200
27924,6604,5956
27925,7500,9368
27926,3896,3764
27927,1064,1104
27928,3892,4052
27929,2344,2320
27932,26576,23672
27935,3460,3332
27936,2180,2184
27937,8832,8500
27938,3060,2960
27939,4652,4792
27941,1036,1108
27942,1940,1664
27943,988,1028
27944,24876,22760
27946,2552,2276
27947,2496,2424
27948,21320,22128
27949,14184,13604
27950,4028,3996
27953,2032,2052
27954,12464,11980
27956,632,728
27957,2804,2620
27958,20512,20064
27959,5608,5548
27960,1912,1880
27962,16948,14220
27964,1164,1016
27965,1056,1052
27966,2160,2048
27967,816,648
27968,544,648
27970,7092,6544
27972,468,508
27973,2712,2580
27974,2592,2548
27976,6872,6924
27978,476,424
27979,3516,3360
27980,4368,4360
27981,3360,3212
27982,152,176
27983,20172,21492
27985,584,548
27986,2508,7212
28001,55880,51160
28006,2352,2168
28007,1276,1168
28009,2416,2068
28012,40736,39456
28016,27408,26444
28017,1752,1028
28018,11432,10816
28019,260,232
28020,4588,4700
28021,27756,26692
28023,28424,28276
28025,101384,95256
28027,113484,108256
28031,49868,47692
28032,6828,5592
28033,5564,5432
28034,33628,32940
28036,30264,28352
28037,36748,36400
28039,244,220
28040,16052,15824
28043,44568,39652
28052,71948,67780
28054,77936,67144
28056,63772,61900
28071,5540,5668
28072,2824,2604
28073,11480,11004
28075,32920,31652
28076,1452,1436
28077,1068,860
28078,106028,102504
28079,65644,62272
28080,14548,14648
28081,51776,48984
28083,49604,45676
28086,53512,50068
28088,5860,5588
28089,480,512
28090,16880,16488
28091,4416,4216
28092,78168,76112
28097,10892,10584
28098,7604,6712
28101,1436,1356
28102,184,128
28103,21096,20148
28104,57212,54948
28105,82792,75552
28107,12680,13008
28108,100,116
28109,924,624
28110,100932,100528
28112,53064,52180
28114,15392,14824
28115,70064,67292
28117,70780,71036
28119,5840,5364
28120,40788,38440
28124,12820,13668
28125,4952,5148
28127,13544,16832
28128,14976,14928
28129,10696,10900
28133,5712,5800
28134,20216,17596
28135,8288,16204
28137,5908,6572
28138,21252,20728
28139,41676,38768
28144,50700,48236
28146,56132,54324
28147,49052,49736
28150,58532,53860
28152,51416,47524
28159,6596,5836
28160,7824,7892
28163,10244,10688
28164,28640,27700
28166,17220,17256
28167,4620,4828
28168,20544,20376
28169,336,356
28170,26136,23284
28173,91056,89332
28174,17624,16808
28202,19232,25548
28203,23408,21852
28204,10120,9064
28205,87200,88524
28206,23268,24324
28207,19968,17152
28208,71524,65144
28209,42064,39204
28210,88092,80960
28211,59468,54624
28212,79616,74212
28213,75660,73576
28214,71564,67320
28215,112684,101832
28216,101272,87560
28217,48448,48368
28226,78348,70796
28227,102108,96432
28244,0,0
28262,75104,75084
28269,148040,136152
28270,66132,59968
28273,64880,61032
28277,124460,114196
28278,39416,37716
28280,16,24
28282,0,0
28301,37880,30780
28303,65580,58056
28304,78816,69772
28305,13192,11100
28306,82816,75916
28307,34168,36356
28308,436,1184
28310,1120,12716
28311,71836,66432
28312,38548,35604
28314,113504,104576
28315,24452,22272
28318,9292,9216
28320,19516,17400
28323,6544,6184
28325,1056,976
28326,36108,34476
28327,31660,30072
28328,55980,52188
28330,684,700
28332,976,952
28333,24200,23120
28334,51824,47808
28337,22104,20576
28338,9192,9236
28339,13976,13028
28340,22532,20528
28341,8516,8512
28342,632,560
28343,3508,3232
28344,6720,6940
28345,26316,24052
28347,2536,5396
28348,70448,62780
28349,7064,7832
28350,604,616
28351,9776,9260
28352,53008,49556
28356,10128,9944
28357,6356,6144
28358,80092,74860
28360,28528,28524
28363,2500,2308
28364,31100,28136
28365,34892,33684
28366,10132,10112
28367,188,160
28369,5228,5380
28371,13260,12816
28372,30692,28440
28373,4404,4196
28374,34100,29860
28375,220,188
28376,77764,74200
28377,26352,24312
28379,54552,51000
28382,14436,13788
28383,16656,15664
28384,24236,24152
28385,6196,5920
28386,12684,12592
28387,30348,25336
28390,40084,39684
28391,10716,10492
28392,3264,3052
28393,4000,4020
28394,10480,10176
28395,4924,4576
28396,5688,5240
28398,16952,15496
28399,4264,4296
28401,45620,42756
28403,75056,69196
28405,59804,56804
28409,63796,61388
28411,65940,61908
28412,75260,67032
28420,7732,7812
28421,3188,2896
28422,13008,13556
28423,4772,4388
28424,280,232
28425,21208,22416
28428,11884,12248
28429,15484,16620
28430,4028,3572
28431,15080,13328
28432,4116,3756
28433,10620,9580
28434,2772,2544
28435,4976,4984
28436,4556,4256
28438,3856,3524
28439,3276,3104
28441,6484,6308
28442,3424,3164
28443,35488,34560
28444,4268,4072
28445,11084,11620
28447,2852,2712
28448,2484,2488
28449,3520,3248
28450,5064,4688
28451,55228,53220
28452,1468,1308
28453,7728,7588
28454,5092,5088
28455,4320,4148
28456,7684,6948
28457,19652,19968
28458,13364,12412
28460,14644,15964
28461,33024,31480
28462,23868,22852
28463,17400,21796
28464,5060,4768
28465,13292,12832
28466,21036,19376
28467,18112,16700
28468,9000,8500
28469,11844,11512
28470,22036,20540
28472,40108,38524
28478,9364,8988
28479,9904,9708
28480,4644,5248
28501,44140,37416
28504,44576,41992
28508,5344,5604
28510,3096,2912
28511,1340,1436
28512,5608,5976
28513,22040,19344
28515,4796,6864
28516,23392,22332
28518,16252,15384
28519,872,744
28520,644,664
28521,4616,4532
28523,4960,4864
28524,916,788
28525,6340,6188
28526,5164,4792
28527,2220,2340
28528,1316,1260
28529,4392,4380
28530,15216,14112
28531,2432,2396
28532,47756,45524
28533,880,10928
28537,280,268
28538,4496,4204
28539,30824,31052
28540,99676,97332
28543,9716,9080
28544,10940,10532
28546,87856,82928
28547,13764,73772
28551,28468,27904
28552,528,488
28553,852,964
28554,544,428
28555,10468,10232
28556,1996,1856
28557,30360,27356
28560,60080,55604
28562,76124,68580
28570,42652,43076
28571,5240,5100
28572,13200,12924
28573,4556,4148
28574,30900,29508
28575,616,648
28577,1040,1048
28578,12544,12908
28579,1304,1184
28580,21968,28660
28581,400,456
28582,3160,3192
28583,576,548
28584,23280,22304
28585,8148,7620
28586,15388,17484
28587,808,668
28589,356,364
28590,49764,43864
28594,7184,7436
28601,103608,96496
28602,58500,57424
28604,12364,12632
28605,6904,6744
28606,4360,4272
28607,66136,66100
28609,11488,11968
28610,19916,19736
28611,1704,1836
28612,24812,24776
28613,46768,44268
28615,3716,3788
28616,1012,960
28617,4576,4468
28618,4548,4860
28619,3260,2820
28621,21596,20292
28622,5004,5104
28623,3252,3360
28624,3376,3180
28625,74252,70504
28626,5392,5464
28627,2232,2376
28628,1028,888
28629,160,140
28630,40656,39508
28631,1208,1340
28634,10320,10580
28635,7800,7804
28636,11108,10980
28637,3612,3372
28638,24996,24212
28640,9760,9116
28642,11828,11152
28643,7176,6908
28644,2976,3000
28645,97108,93704
28646,700,668
28647,192,164
28649,2024,1948
28650,24136,23396
28651,14428,14100
28652,92,92
28654,7080,6900
28655,108536,111448
28657,19296,18656
28658,54648,53440
28659,42708,41828
28660,4524,4472
28662,264,296
28663,1248,1208
28665,5276,5008
28666,752,720
28667,1128,1108
28668,616,584
28669,6224,6360
28670,5456,5420
28671,1372,1016
28672,64,76
28673,11892,11784
28675,13504,12980
28676,7160,6772
28677,67820,63940
28678,10516,10388
28679,4220,4036
28681,50672,52968
28682,2300,2216
28683,3512,3276
28684,4372,4192
28685,4124,4180
28689,3276,3572
28690,19496,17684
28692,7948,8320
28693,3312,3488
28694,15740,15236
28697,26400,25320
28698,4472,4552
28701,7528,7012
28702,764,700
28704,39008,36276
28705,13684,13176
28707,192,184
28708,1476,1540
28709,4532,4368
28711,28120,24716
28712,40848,36540
28713,17772,16972
28714,34096,32916
28715,50092,48236
28716,35932,33976
28717,3392,3524
28718,1136,1076
28719,16508,15684
28720,224,232
28721,20756,19496
28722,13608,11876
28723,22144,23172
28725,92,80
28726,6424,6388
28729,5872,5704
28730,18836,17696
28731,15816,15296
28732,34072,31892
28733,40,44
28734,55608,52552
28735,520,504
28736,1484,1664
28739,41228,37916
28740,2692,2764
28741,6688,6100
28742,5484,5356
28743,4332,4168
28745,1240,964
28746,4844,4708
28747,4264,4528
28748,22880,22456
28749,104,96
28751,6008,5656
28752,61160,61240
28753,23516,23164
28754,15632,15084
28756,9060,8956
28757,564,556
28759,14180,13508
28761,15572,15692
28762,13724,13704
28763,5512,5388
28766,2556,2492
28768,13892,13360
28771,17332,16900
28772,2532,2424
28773,6976,6536
28774,2024,2028
28775,596,588
28777,18356,24196
28778,21780,19744
28779,33088,31356
28781,1848,1908
28782,13776,12560
28783,2932,3440
28785,14884,14468
28786,43372,39484
28787,40512,38360
28789,10480,9908
28790,6332,6488
28791,30160,26524
28792,67396,63360
28801,31016,29060
28803,60720,54052
28804,41616,40412
28805,37128,33352
28806,80464,73736
28901,11084,10332
28902,2776,2716
28904,17252,16880
28905,6376,6140
28906,37992,35908
28909,2120,2000
29001,4580,4012
29003,14868,13088
29006,19756,18504
29009,4868,4892
29010,24968,28996
29014,3776,3788
29015,3672,3280
29016,33340,32232
29018,7812,7184
29020,47744,42108
29030,3960,3908
29031,2816,2580
29032,8848,8848
29033,24112,22300
29036,38980,37580
29037,1652,1644
29038,4888,4892
29039,8988,7872
29040,18092,16976
29042,12364,11108
29044,11560,11048
29045,44324,43160
29046,504,444
29047,7556,7176
29048,10228,9228
29051,2020,1784
29052,4232,3852
29053,38032,37288
29054,19044,19404
29055,9048,8300
29056,5148,4644
29058,9572,9412
29059,13004,11268
29061,28628,26240
29062,340,364
29063,68316,62552
29065,1500,1208
29067,19260,24536
29069,10260,9820
29070,30612,30708
29072,101324,96940
29073,83100,80000
29074,476,488
29075,6112,5740
29078,31152,30020
29079,324,280
29080,6844,6116
29081,2804,2604
29082,1116,1172
29101,6240,5852
29102,38448,34544
29104,3372,2752
29105,3072,2984
29107,6448,6216
29108,42308,39568
29111,3364,3164
29112,9732,9116
29113,3368,3104
29114,4648,4112
29115,67208,57304
29117,2284,2356
29118,33756,29688
29122,128,88
29123,15016,15452
29125,6476,5812
29126,4576,4492
29127,16936,16396
29128,10544,12920
29129,5952,6704
29130,13392,13228
29133,2048,2128
29135,18504,17172
29137,5208,4948
29138,21724,21808
29142,10512,9048
29145,1640,1708
29146,3712,3356
29147,0,0
29148,13332,11588
29150,85644,74480
29152,3988,5584
29153,32452,30080
29154,58332,54208
29160,16780,16240
29161,23460,22072
29162,5696,10792
29163,4248,3652
29164,9648,9112
29166,1800,1816
29168,7340,6988
29169,46984,44396
29170,40968,38984
29172,19096,18076
29175,796,716
29178,6876,6632
29180,30052,27016
29201,40448,41928
29202,256,284
29203,86800,72572
29204,43356,36452
29205,49388,49900
29206,37912,33240
29207,11680,34688
29208,1316,1464
29209,69352,63944
29210,76972,84452
29212,60132,55060
29223,107228,93336
29225,4888,24
29229,94260,82656
29301,64180,60024
29302,35064,31220
29303,50160,50072
29306,36128,27316
29307,40340,34664
29316,46208,42916
29320,1084,1036
29321,5348,5036
29322,17596,17528
29323,29092,28692
29324,324,344
29325,32156,28732
29329,560,552
29330,17004,16600
29331,312,256
29332,4924,4816
29333,756,740
29334,23604,21720
29335,8928,13688
29338,176,164
29340,43320,39732
29341,39848,37472
29346,616,612
29349,62056,58460
29351,3248,3004
29353,8544,8152
29355,1660,1580
29356,16436,15860
29360,43296,40612
29364,1212,1156
29365,20744,19840
29368,140,132
29369,27148,25028
29370,2220,1960
29372,9296,8732
29373,652,536
29374,6924,7212
29375,188,192
29376,14128,13508
29377,1668,1376
29378,420,408
29379,40644,36100
29384,7908,7872
29385,14916,13968
29388,29652,28228
29401,25520,18060
29403,44420,38852
29404,2116,3276
29405,51948,53364
29406,58244,59012
29407,73628,65680
29409,668,7732
29410,35744,35520
29412,74532,68868
29414,67152,60380
29418,48576,45584
29420,45060,42276
29423,2352,1472
29424,740,816
29426,3592,3372
29429,5652,5296
29431,12300,11984
29432,5900,5512
29434,1096,1052
29435,8388,8100
29436,9156,8728
29437,4896,4624
29438,4920,4712
29439,4656,4940
29440,59864,54012
29445,104624,109728
29446,2348,2204
29448,4856,4568
29449,15916,15080
29450,6452,5968
29451,8472,8348
29452,808,768
29453,2500,2508
29455,41324,40588
29456,57088,54368
29458,5568,5284
29461,61272,59292
29464,90968,83628
29466,59096,55804
29468,4440,3988
29469,1724,1696
29470,8508,8420
29471,3128,3020
29472,15220,22444
29474,4572,4132
29475,5896,5600
29477,13936,13220
29479,15328,14020
29481,3712,3652
29482,3628,3536
29483,138712,128212
29485,93284,86944
29487,5672,5228
29488,46536,42344
29492,21224,19824
29493,248,220
29501,91860,81020
29505,51940,45176
29506,45568,38272
29510,23128,21112
29511,10508,10076
29512,35168,42888
29516,1720,1596
29518,2584,2344
29519,636,504
29520,31356,27112
29525,4428,3688
29526,79064,77068
29527,46248,41860
29530,5976,5684
29532,44612,38872
29536,37628,33260
29540,11676,10720
29541,18904,18956
29543,1292,1132
29544,10056,9580
29545,3380,3248
29546,5916,5420
29547,6048,5620
29550,67328,61808
29554,19728,17600
29555,13448,12312
29556,27760,23720
29560,29188,25468
29563,5844,4860
29564,2168,1772
29565,14972,13536
29566,31608,29108
29567,1152,1104
29568,25236,23660
29569,33332,30472
29570,8044,7608
29571,33956,28532
29572,16084,15488
29574,26212,21424
29575,32408,29640
29576,51152,46632
29577,53128,54856
