zipCode,Female,Male
48506,60828,59248
48507,64580,57848
48509,19228,18652
48519,15680,14180
48529,20908,20176
48532,41484,36016
48551,0,0
48553,0,0
48554,0,0
48601,82560,71064
48602,62548,57928
48603,56908,50744
48604,27644,24652
48607,3496,3600
48609,25524,24320
48610,6088,6244
48611,13204,13012
48612,18168,18868
48613,2196,2436
48614,2720,2784
48615,6176,6056
48616,15100,14952
48617,18156,17272
48618,10908,10664
48619,892,968
48621,2848,2588
48622,13136,12828
48623,25040,30932
48624,31956,31284
48625,25880,26728
48626,12276,12036
48627,284,280
48628,3760,3992
48629,15784,15632
48630,152,124
48631,9140,9432
48632,10124,10376
48633,428,412
48634,8596,8888
48635,3096,3196
48636,1712,1744
48637,6728,6708
48638,27736,23952
48640,66800,63960
48642,66160,62948
48647,8776,8904
48649,3164,3140
48650,14360,14652
48651,9516,9244
48652,3028,3164
48653,20348,20824
48654,4996,5088
48655,12940,12900
48656,8096,8136
48657,16072,15852
48658,10360,10192
48659,5428,5972
48661,21980,20784
48662,3148,3228
48667,0,0
48701,2744,2728
48703,6340,6612
48705,976,1164
48706,84288,78096
48708,55688,53360
48710,0,0
48720,1976,2192
48721,772,872
48722,6260,6232
48723,24960,24956
48724,796,640
48725,5044,4812
48726,12440,12248
48727,2408,2668
48728,580,580
48729,3176,3168
48730,10000,8864
48731,3404,3328
48732,23904,22028
48733,3456,3576
48734,15720,14056
48735,2068,2136
48737,2392,2588
48738,2500,2576
48739,7900,8272
48740,5196,5028
48741,4116,4228
48742,3320,3268
48743,112,140
48744,9200,9260
48745,2620,2764
48746,16896,17216
48747,2936,3040
48748,3324,3448
48749,2156,2220
48750,17888,17496
48754,1960,2044
48755,6212,6228
48756,9064,9496
48757,7700,7568
48759,6696,6476
48760,2600,2804
48761,1932,2172
48762,2224,2332
48763,10236,9812
48765,1436,1464
48766,2436,2644
48767,4316,4332
48768,19544,19784
48770,3740,3824
48801,27112,24580
48806,3340,3364
48807,1780,1884
48808,10520,10192
48809,22372,21688
48811,6720,15844
48813,42832,41896
48815,4368,4668
48816,232,252
48817,13212,12476
48818,4876,4752
48819,5352,5452
48820,33876,32688
48821,12004,11340
48822,5268,5588
48823,105592,99616
48825,26840,23544
48827,32268,31616
48829,6608,6408
48831,6936,7112
48832,2812,2760
48834,4124,4236
48835,5272,5448
48836,26716,27324
48837,38796,36908
48838,36292,35160
48840,26464,23540
48841,1624,1680
48842,42584,39144
48843,86720,85004
48845,1956,2056
48846,31132,49944
48847,12220,11944
48848,15560,15596
48849,11592,11276
48850,8936,8960
48851,4516,4944
48852,308,292
48853,1300,1384
48854,36984,37408
48855,29480,29528
48856,1928,1936
48857,4888,4924
48858,103628,96472
48860,2572,2764
48861,3020,3068
48864,41984,38608
48865,3716,3896
48866,10016,9388
48867,57704,55352
48870,292,300
48871,3920,3888
48872,15724,15636
48873,3184,3276
48874,388,332
48875,20532,20212
48876,8180,7876
48877,4736,4832
48878,3488,3220
48879,36380,35920
48880,14484,28192
48881,11020,10984
48883,14412,14076
48884,8840,8868
48885,1748,1960
48886,4160,4304
48888,12684,12780
48889,2564,2724
48890,4360,4248
48891,5884,6056
48892,8544,8984
48893,10460,10388
48894,4136,4100
48895,22864,21892
48896,372,244
48897,2980,3120
48906,53864,52672
48910,71828,66412
48911,85204,75240
48912,33924,34216
48915,18680,18192
48917,67068,61180
48921,0,0
48933,4544,5576
49001,45220,43160
49002,38720,36424
49004,32112,30468
49006,52880,52940
49007,21028,22020
49008,33220,31524
49009,87244,82204
49010,34832,34664
49011,4560,4580
49012,6588,6768
49013,10832,11200
49014,43292,45216
49015,56440,50688
49017,42584,40556
49021,12344,12384
49022,66684,60572
49024,59936,54272
49026,4484,4260
49027,328,316
49028,12608,12940
49029,3172,3252
49030,4836,5256
49031,15688,15848
49032,6220,6200
49033,3408,3632
49034,4744,4812
49036,45264,54208
49037,46856,43448
49038,18804,18436
49040,6812,6740
49042,9724,9844
49043,4948,4900
49045,11252,11140
49046,14504,14620
49047,30364,28856
49048,52376,49352
49050,3116,3112
49051,4900,4844
49052,1828,2072
49053,14260,13852
49055,12584,12520
49056,7708,8356
49057,13340,13840
49058,38980,37528
49060,3468,3484
49061,3064,3424
49064,7460,7408
49065,13556,13092
49066,1508,1380
49067,8816,9272
49068,30208,28376
49070,4816,4988
49071,18408,18288
49072,6272,6384
49073,9884,9920
49074,520,76
49075,212,272
49076,8828,9528
49078,18096,17512
49079,27368,27056
49080,31856,31352
49082,13124,13192
49083,14208,13636
49084,64,80
49085,48956,46260
49087,12132,12372
49088,7136,7456
49089,3624,3876
49090,28856,26384
49091,40828,38660
49092,4396,4352
49093,37300,36220
49094,8144,8272
49095,3832,4008
49096,6368,6896
49097,20564,20740
49098,12088,11776
49099,11160,11356
49101,6144,6272
49102,3068,3184
49103,22204,22124
49104,2124,1348
49106,9516,9028
49107,20996,20532
49111,6716,6668
49112,20504,20180
49113,3760,3856
49115,608,568
49116,820,756
49117,8016,7788
49119,256,288
49120,76132,72356
49125,4012,4172
49126,2716,2648
49127,21676,21100
49128,7528,7332
49129,1260,1176
49130,3436,3200
49201,77500,103260
49202,43476,39168
49203,80668,72452
49220,4604,4556
49221,80396,84844
49224,29232,27664
49227,2536,2600
49228,11144,11036
49229,6372,6608
49230,20896,21004
49232,5620,5584
49233,5244,5340
49234,5140,5176
49235,4136,4332
49236,9576,9776
49237,5996,5924
49238,3476,3464
49240,17356,17456
49241,5060,5256
49242,31676,29316
49245,9744,9636
49246,6436,6584
49247,11692,11380
49248,1712,1884
49249,6848,6784
49250,12368,12360
49251,12312,12604
49252,5144,5276
49253,6140,6524
49254,6596,6688
49255,3740,4016
49256,7880,7672
49259,4964,5128
49261,624,536
49262,2528,2592
49263,184,156
49264,3932,4036
49265,9880,9952
49266,5700,6068
49267,7976,8312
49268,2032,2204
49269,12016,11976
49270,11532,11964
49271,4536,4488
49272,4776,4892
49274,7180,7500
49276,2008,2004
49277,7140,7532
49279,1556,1632
49282,740,748
49283,9644,7804
49284,6016,6096
49285,11208,11672
49286,30492,28696
49287,4064,4332
49288,2716,2820
49289,284,384
49301,37684,37120
49302,14748,15592
49303,2204,2312
49304,8528,8784
49305,4408,4648
49306,18504,18472
49307,39968,40480
49309,3480,3892
49310,5876,6188
49312,536,560
49315,40096,39564
49316,40612,39684
49318,2724,2868
49319,32436,32288
49320,44,40
49321,33212,31752
49322,2332,2516
49323,18840,18800
49325,3716,3920
49326,7180,7828
49327,16444,17180
49328,7448,8092
49329,17324,17240
49330,10776,10984
49331,33824,32684
49332,6128,5948
49333,22352,22412
49335,676,580
49336,8536,8872
49337,24020,24332
49338,3620,3748
49339,4520,4612
49340,5792,5856
49341,68316,66632
49342,3352,3244
49343,10900,11056
49344,6644,6996
49345,26396,25764
49346,10964,10820
49347,2524,2504
49348,24484,24128
49349,15672,16676
49401,45292,37648
49402,2564,2956
49403,4856,5036
49404,16756,16320
49405,3024,3212
49406,1716,1820
49408,18036,18328
49410,3880,4140
49411,2876,3276
49412,23016,21244
49415,13100,12820
49417,59444,57288
49418,56416,53252
49419,15216,15948
49420,12908,12772
49421,11792,12172
49423,93192,86716
49424,89688,89352
49425,7092,7548
49426,67164,65812
49428,52400,49280
49431,35112,32388
49434,32,48
49435,7084,7112
49436,3128,3360
49437,14160,13448
49440,1968,1844
49441,75572,69660
49442,85984,78872
49444,53840,63984
49445,42288,40848
49446,4712,4572
49448,6516,7124
49449,5452,5248
49450,6552,6656
49451,11892,12156
49452,3820,3988
49453,5144,5360
49454,9104,9192
49455,10120,10016
49456,38596,35728
49457,20916,21344
49458,232,244
49459,2668,2736
49460,15400,17104
49461,18184,17532
49464,56060,53864
49503,70024,73736
49504,80520,79456
49505,64640,60224
49506,65712,59704
49507,72760,69076
49508,82516,74076
49509,54132,52748
49512,31508,30284
49519,56064,53632
49525,57020,52512
49534,44012,42268
49544,18428,17348
49546,67888,59632
49548,61444,60652
49601,43148,41796
49611,496,448
49612,2236,2248
49613,1372,1348
49614,5532,5628
49615,8472,8052
49616,4136,3760
49617,6588,6864
49618,1464,1580
49619,2200,2240
49620,4768,5012
49621,6088,6296
49622,5016,4960
49623,2252,2404
49625,2676,2840
49626,880,804
49627,440,384
49628,716,772
49629,4688,4204
49630,2884,2832
49631,12752,12676
49632,2204,2300
49633,7180,7632
49634,224,240
49635,6944,6456
49636,1172,1068
49637,6816,6804
49638,1552,1744
49639,5060,5168
49640,3284,3188
49642,1716,1652
49643,12360,12652
49644,3808,4324
49645,3316,3212
49646,16460,16456
49648,4244,4148
49649,12992,18164
49650,6324,6252
49651,15108,15552
49653,3812,3876
49654,1416,1344
49655,6260,6432
49656,3028,3108
49657,7416,7316
49659,13584,13620
49660,26516,29748
49663,11624,11872
49664,4136,4132
49665,8812,8840
49666,200,224
49667,1036,1160
49668,6916,7584
49670,3864,3700
49674,220,220
49675,2168,1952
49676,6724,6904
49677,13632,12892
49679,2800,2912
49680,3696,3968
49682,8744,8268
49683,3772,3984
49684,78996,72856
49686,66108,62116
49688,5316,5496
49689,2984,3256
49690,12524,12204
49701,2300,1844
49705,1836,1912
49706,9064,9276
49707,46692,44112
49709,7088,7384
49710,764,872
49712,15776,15784
49713,3664,3792
49715,6432,6088
49716,1560,1664
49717,148,140
49718,1424,1380
49719,2716,2732
49720,18964,17724
49721,29296,28448
49722,420,460
49724,2252,2332
49725,1516,1548
49726,2064,2168
49727,14476,14104
49728,628,708
49729,2848,2936
49730,4320,4428
49733,3988,3872
49735,39764,38296
49736,1192,1120
49738,19940,19756
49740,14428,13740
49743,1480,1596
49744,1672,1620
49745,2132,2224
49746,7256,7484
49747,3792,3892
49748,328,352
49749,8560,8572
49751,4044,4304
49752,992,1068
49753,3988,4240
49755,3684,3884
49756,7648,7780
49757,928,1040
49759,3312,3416
49760,1436,1416
49762,1236,1320
49764,268,288
49765,8372,8244
49766,4816,4852
49768,944,960
49769,3260,3316
49770,34568,32880
49774,3564,3840
49775,188,192
49776,3720,3832
49777,3168,3392
49779,9408,9148
49780,3852,3932
49781,8172,7908
49782,1268,1360
49783,39908,38764
49788,5032,21404
49791,720,596
49793,596,692
49795,4216,4172
49796,624,656
49799,4384,4924
49801,23092,22604
49802,13112,11808
49805,672,672
49806,1264,1244
49807,6532,7028
49808,664,744
49812,1772,1928
49814,2752,2964
49815,940,1012
49816,1444,1452
49817,1160,1300
49818,1880,2072
49819,64,80
49820,788,740
49821,2552,2864
49822,448,432
49825,612,584
49826,272,276
49827,1692,1896
49829,35948,33440
49831,1504,1616
49833,532,532
49834,532,604
49835,1536,1672
49836,1824,1928
49837,19804,19376
49838,952,1064
49839,852,1064
49840,1504,1580
49841,14096,13968
49847,2000,1992
49848,232,280
49849,24816,24152
49852,248,232
49853,2500,2612
49854,13256,12620
49855,65404,68840
49858,24388,23964
49861,1168,1296
49862,8496,11604
49863,272,248
49864,108,108
49866,16324,15812
49868,8824,12812
49870,6832,6484
49871,1008,1032
49872,396,428
49873,224,256
49874,2344,2160
49876,2472,2488
49877,124,144
49878,6848,7484
49879,2020,2132
49880,2208,2360
49881,644,736
49883,272,332
49884,1084,1124
49885,3704,3884
49886,876,864
49887,4900,4996
49891,1580,1684
49892,3776,4016
49893,3424,3712
49894,1392,1328
49895,1548,1512
49896,3416,3580
49901,720,664
49902,288,292
49903,260,272
49905,3848,4172
49908,4984,8184
49910,756,784
49911,5432,5544
49912,2068,2256
49913,14304,14688
49915,1276,1244
49916,5368,5692
49917,416,404
49918,220,260
49919,480,488
49920,8544,8548
49921,560,880
49922,2048,2124
49925,944,1032
49927,1024,908
49929,400,464
49930,13916,14032
49931,14404,24116
49934,1868,1732
49935,12468,11916
49938,16204,15576
49942,332,292
49945,5048,5436
49946,8200,7960
49947,1216,6056
49948,1044,1316
49950,2136,2348
49952,244,328
49953,5732,5784
49955,688,796
49958,2316,2764
49959,668,708
49960,352,388
49961,220,208
49962,464,576
49963,2008,2088
49965,796,964
49967,944,1024
49968,4560,4428
49969,2712,2892
49970,452,520
49971,972,960
50001,1344,1376
50002,2656,2532
50003,13552,12824
50005,1372,1548
50006,3232,3472
50007,944,952
50008,1820,1692
50009,33032,31512
50010,57960,59476
50011,2756,2804
50012,6908,9340
50014,50860,61516
50020,2836,2792
50021,44412,41968
50022,17480,16496
50023,56416,55528
50025,6928,6372
50026,1124,1212
50027,532,608
50028,3368,3356
50029,1280,1484
50032,804,792
50033,64,112
50034,948,1012
50035,10632,10916
50036,33044,32104
50038,368,452
50039,620,696
50041,180,188
50042,580,656
50044,1760,1788
50046,3052,3044
50047,11340,10896
50048,1680,1764
50049,13248,12724
50050,1452,1388
50051,496,636
50052,288,264
50054,6668,6756
50055,1812,1840
50056,2696,2792
50057,468,484
50058,3940,3768
50060,5220,4808
50061,3368,3436
50062,1464,1500
50063,5264,5152
50064,232,272
50065,1160,1172
50066,492,556
50067,572,636
50068,736,728
50069,2188,2284
50070,2880,3076
50071,2024,2004
50072,5252,5432
50073,2288,2492
50074,668,668
50075,1688,1760
50076,3184,2824
50078,272,232
50101,132,132
50102,180,168
50103,868,940
50104,272,240
50105,2336,2296
50106,2096,2060
50107,2108,2288
50108,916,968
50109,5424,5624
50111,18988,18640
50112,23880,22264
50115,5524,5172
50116,556,640
50117,400,372
50118,1980,2128
50119,964,1028
50120,600,692
50122,2892,2600
50123,1692,1580
50124,7632,7368
50125,40976,37248
50126,13924,13488
50127,56,60
50128,716,724
50129,10828,10084
50130,3280,3312
50131,35740,34256
50132,708,760
50133,1076,1192
50134,1332,1308
50135,3060,3360
50136,904,876
50138,23500,23380
50139,2516,2636
50140,5948,5928
50141,1084,1192
50142,1904,1820
50143,1176,1224
50144,5896,5708
50146,816,936
50147,876,884
50148,880,848
50149,1944,1912
50150,1948,1988
50151,1384,1512
50153,1400,1536
50154,912,952
50155,484,536
50156,9136,8512
50157,1444,1604
50158,63244,63120
50160,904,956
50161,4008,4180
50162,2444,2488
50163,1728,1704
50164,1284,1324
50165,104,92
50166,3136,3192
50167,1508,1484
50168,1700,1668
50169,7424,4948
50170,5452,5528
50171,5880,5812
50173,1420,1364
50174,2860,2856
50201,16624,16172
50206,1032,1072
50207,5048,5100
50208,39704,41964
50210,3244,3520
50211,23012,21756
50212,6228,6296
50213,13740,13508
50214,1616,1784
50216,5844,5452
50217,1260,1264
50218,272,284
50219,28512,27244
50220,17976,18104
50222,988,1004
50223,888,1032
50225,5860,5900
50226,9320,9576
50227,80,80
50228,4964,4704
50229,1752,1976
50230,2112,2220
50231,332,360
50232,1080,1068
50233,2688,2864
50234,1240,1212
50235,952,980
50236,3140,3060
50237,6060,6320
50238,2308,2420
50239,392,448
50240,4788,5024
50242,828,928
50243,484,492
50244,3512,3740
50246,1452,1488
50247,4824,5236
50248,9228,8452
50249,2656,2672
50250,4772,4548
50251,2484,2596
50252,508,464
50254,544,584
50255,140,120
50256,936,1068
50257,2004,1964
50258,1980,2028
50261,4344,4500
50262,892,920
50263,33080,31196
50264,872,992
50265,65060,61552
50266,49132,45368
50268,2072,1900
50271,1264,1248
50272,268,340
50273,16968,16036
50274,760,832
50275,1052,1076
50276,4444,5624
50277,1000,932
50278,1672,1696
50309,9620,12104
50310,62552,58332
50311,30968,29484
50312,31796,29560
50313,33024,36480
50314,25460,24400
50315,73000,70412
50316,33940,31820
50317,73532,71296
50319,0,0
50320,41052,39056
50321,16516,14868
50322,65084,61036
50323,20872,19932
50324,10260,9352
50325,30988,30804
50327,22044,19824
50401,61644,57704
50420,756,752
50421,6200,5928
50423,6136,5768
50424,2996,2932
50426,100,124
50428,19184,18352
50430,988,1084
50431,488,604
50432,520,488
50433,500,524
50434,980,1012
50435,1392,1492
50436,11740,11652
50438,8428,8208
50439,524,632
50440,816,872
50441,11588,11516
50444,700,712
50446,1040,1152
50447,2160,2164
50448,1404,1376
50449,1468,1428
50450,5920,5668
50451,1032,1116
50452,1656,1560
50453,1104,1248
50454,232,276
50455,880,920
50456,3624,3340
50457,820,944
50458,4168,4220
50459,6096,5976
50460,668,788
50461,11620,10832
50464,1276,1416
50465,460,540
50466,3624,3688
50467,172,204
50468,3188,3272
50469,3168,3128
50470,496,604
50471,1340,1416
50472,4836,4740
50473,536,536
50475,3500,3528
50476,1624,1592
50477,664,724
50478,1524,1576
50479,1316,1420
50480,1796,1724
50482,1516,1580
50483,1508,1616
50484,816,960
50501,56588,59724
50510,2256,2208
50511,14712,13836
50514,2872,2936
50515,536,580
50516,1452,1424
50517,2076,2128
50518,708,816
50519,1208,1288
50520,252,324
50521,208,208
50522,1756,1672
50523,1216,1200
50524,1000,1084
50525,7236,7096
50527,404,488
50528,684,848
50529,1644,1704
50530,2356,2464
50531,480,488
50532,1716,1776
50533,8360,8160
50535,1736,1804
50536,9268,8896
50538,1032,980
50539,1116,1148
50540,2036,2052
50541,1740,1748
50542,1808,1924
50543,3088,2880
50544,992,1068
50545,408,412
50546,668,716
50548,12132,11344
50551,296,336
50554,3248,3252
50556,580,588
50557,1456,1544
50558,1216,1256
50559,676,716
50560,1176,1184
50561,1028,1052
50562,1012,1096
50563,5200,4800
50565,936,936
50566,792,940
50567,408,496
50568,2860,2732
50569,1656,1688
50570,500,492
50571,752,824
50573,132,140
50574,4592,4132
50575,1972,1904
50576,832,860
50577,780,860
50578,1344,1240
50579,4996,4624
50581,2004,1980
50582,472,464
50583,6012,5408
50585,2288,2416
50586,600,628
50588,25392,25632
50590,1780,1736
50591,588,692
50593,116,140
50594,556,636
50595,18728,17932
50597,2608,2564
50598,1764,1884
50599,720,800
50601,5068,4788
50602,3336,3076
50603,1248,1252
50604,3836,3564
50605,300,372
50606,1700,1840
50607,904,1020
50609,864,920
50611,736,832
50612,648,692
50613,86992,81132
50616,21488,19888
50619,4824,4816
50620,108,108
50621,3128,2992
50622,6500,6324
50624,3480,3492
50625,2140,1876
50626,3632,3584
50627,6628,7196
50628,2748,2748
50629,4820,4852
50630,3380,3532
50632,2144,2284
50633,716,776
50634,1440,1412
50635,3312,3096
50636,3980,3948
50638,6968,6284
50641,3940,4128
50642,1108,1216
50643,5516,5472
50644,17924,16668
50645,2376,2440
50647,3744,3832
50648,8264,7952
50650,1444,1504
50651,7452,6860
50652,264,248
50653,1248,1308
50654,972,1024
50655,1708,1784
50658,5020,5052
50659,11080,10872
50660,2644,2688
50662,15044,13908
50664,84,128
50665,5744,5620
50666,1996,2112
50667,1620,1560
50668,2464,2532
50669,4920,4824
50670,4020,4076
50671,548,528
50672,1160,1216
50673,420,456
50674,7288,6932
50675,4988,4836
50676,4276,4144
50677,25088,23436
50680,2148,2232
50681,876,952
50682,2984,3304
50701,62180,59116
50702,41488,38392
50703,40616,38836
50707,17216,16820
50801,19712,18648
50830,3564,3408
50833,4724,4496
50835,164,204
50836,836,992
50837,708,796
50839,60,76
50840,1164,1076
50841,5784,5512
50842,188,232
50843,1164,1220
50845,1680,1564
50846,2268,2224
50847,172,176
50848,728,784
50849,5556,5404
50851,4164,4184
50853,1396,1412
50854,4920,4292
50857,528,560
50858,1532,1652
50859,1228,1108
50860,948,948
50861,512,584
50862,260,332
50863,644,528
50864,4128,4100
51001,4992,4736
51002,5564,5400
51003,3388,3412
51004,2136,1996
51005,2932,3032
51006,2140,2160
51007,1404,1516
51008,300,304
51009,312,344
51010,876,948
51011,140,176
51012,13552,13016
51014,1040,1072
51016,2680,2832
51018,744,872
51019,1536,1556
51020,1328,1304
51022,1500,1656
51023,6432,6432
51024,4076,4204
51025,3984,3972
51026,1680,1768
51027,2568,2472
51028,4248,4012
51029,480,524
51030,3408,3540
51031,24968,24376
51033,832,880
51034,3784,3496
51035,3456,3284
51036,1408,1496
51037,644,644
51038,2992,3148
51039,4936,4964
51040,7652,7196
51041,14556,13348
51044,508,504
51046,3344,3296
51047,1272,1312
51048,1096,1120
51049,992,1032
51050,5348,5176
51051,172,188
51052,2092,2016
51053,2300,2344
51054,10324,10116
51055,2720,2556
51056,924,988
51058,2044,1984
51060,1248,1212
51061,1068,972
51062,1016,1088
51063,2368,2032
51101,1472,1764
51103,34988,34824
51104,45688,42728
51105,19968,20896
51106,54784,51392
51108,11196,11068
51109,6288,6104
51111,180,196
51201,12176,12596
51230,916,932
51231,560,568
51232,1720,1780
51234,2420,2652
51235,2020,2296
51237,3408,3404
51238,2300,2436
51239,6140,6352
51240,3376,3608
51241,3472,3476
51242,440,408
51243,1644,1584
51244,144,172
51245,2728,2708
51246,7924,7452
51247,9744,9736
51248,3812,3616
51249,7296,7076
51250,16548,16448
51301,26336,24428
51331,2216,2344
51333,984,1104
51334,15116,15528
51338,1904,2096
51341,96,100
51342,2556,2440
51343,444,508
51345,772,840
51346,4916,4888
51347,2864,2860
51350,824,820
51351,8636,8824
51354,2096,2288
51355,1780,1716
51357,1432,1480
51358,2692,2548
51360,16556,15568
51363,244,276
51364,1312,1448
51365,1076,736
51366,732,784
51401,25680,23812
51430,1460,1584
51431,768,808
51433,1296,1408
51436,1684,1932
51439,2108,2080
51440,816,784
51441,724,688
51442,19240,20112
51443,3548,3644
51444,512,472
51445,5812,5656
51446,1040,1004
51447,412,500
51448,1204,1240
51449,4416,4096
51450,3260,3072
51451,220,244
51453,1368,1412
51454,2708,2676
51455,4760,4464
51458,3008,2860
51459,160,140
51461,2356,2304
51462,1984,2068
51463,1128,1080
51465,1468,1464
51466,2304,2064
51467,1176,1284
51501,72088,69536
51503,74912,70592
51510,7660,7480
51520,428,504
51521,4136,4008
51523,744,684
51525,2496,2240
51526,3472,3540
51527,992,1128
51528,1856,1868
51529,3308,3376
51530,1644,1772
51531,1856,1800
51532,1256,1232
51533,1800,1780
51534,18440,18504
51535,4036,3656
51536,920,872
51537,14092,12720
51540,880,916
51541,740,712
51542,1936,2108
51543,908,872
51544,1404,1480
51545,736,776
51546,5912,5748
51548,888,844
51549,920,940
51550,320,404
51551,3716,3596
51552,628,576
51553,1924,2128
51554,344,404
51555,10684,10296
51556,880,868
51557,1728,1764
51558,1096,1144
51559,3584,3568
51560,4348,4048
51561,2780,3040
51562,924,872
51563,1588,1528
51564,1056,948
51565,924,1080
51566,14528,13612
51570,2124,2032
51571,1256,1340
51572,760,832
51573,2296,2076
51575,3204,3260
51576,4188,4252
51577,2428,2308
51578,152,164
51579,4724,4636
51601,12716,11384
51630,332,360
51631,540,684
51632,12908,16280
51636,836,784
51637,444,412
51638,2556,2640
51639,1704,1476
51640,3456,3536
51645,476,572
51646,1492,1560
51647,260,304
51648,512,508
51649,648,664
51650,708,772
51652,3628,3504
51653,2848,2668
51654,1020,1084
51656,120,164
52001,88256,84436
52002,29652,28584
52003,27844,25900
52030,824,912
52031,10208,10272
52032,2752,3072
52033,6400,6408
52035,1980,2060
52037,2392,2500
52038,944,1020
52039,2224,2408
52040,11244,10860
52041,3048,3384
52042,4000,3996
52043,4760,4524
52044,280,332
52045,5008,5348
52046,4220,4288
52047,1120,1148
52048,656,676
52049,2504,2576
52050,1068,992
52052,6344,6200
52053,2212,2440
52054,1792,1968
52057,16796,16092
52060,17864,16768
52064,1672,1716
52065,2160,2360
52066,132,188
52068,7776,7920
52069,3232,3204
52070,2248,2264
52072,784,740
52073,2688,2968
52074,604,636
52076,4560,4620
52077,776,816
52078,1776,1880
52079,1416,1712
52101,28532,26924
52132,3724,4028
52133,1044,1188
52134,532,608
52135,1772,1684
52136,12104,11764
52140,996,1132
52141,2780,2960
52142,3568,3916
52144,2452,2592
52146,1836,2320
52147,2060,2140
52151,4132,4420
52154,1932,2048
52155,2576,2716
52156,1312,1324
52157,3644,3668
52158,632,624
52159,4664,4656
52160,1668,1800
52161,2984,3036
52162,6460,6680
52163,568,536
52164,416,432
52165,1892,2124
52166,192,224
52168,360,392
52169,848,880
52170,1080,1316
52171,2012,2180
52172,12872,12340
52175,6920,7048
52201,2468,2600
52202,2272,2336
52203,3956,3772
52205,15752,18976
52206,4516,4696
52207,776,756
52208,6364,6248
52209,2144,2152
52210,1376,1412
52211,5364,5132
52212,544,596
52213,8564,8796
52214,6128,6232
52215,1632,1740
52216,2972,2740
52217,1176,1184
52218,3588,3564
52219,368,344
52220,480,468
52221,404,480
52222,1356,1480
52223,2684,2720
52224,4048,4016
52225,832,956
52227,4880,4964
52228,5540,5548
52229,1440,1444
52231,660,652
52232,360,352
52233,14276,13648
52235,1472,1320
52236,1188,1180
52237,2988,3100
52240,63104,65816
52241,36680,38964
52242,3384,2984
52245,46532,43760
52246,42572,41884
52247,11888,10692
52248,3612,3648
52249,2012,1848
52251,1156,1204
52253,6364,6404
52254,1792,1788
52255,2436,2396
52257,384,456
52301,7920,7572
52302,76144,71776
52305,1208,1308
52306,3556,3460
52307,160,200
52308,284,244
52309,780,808
52310,13176,12548
52312,212,248
52313,740,848
52314,11972,11488
52315,2452,2436
52316,3504,3132
52317,30008,29092
52318,1976,2156
52320,2380,2432
52321,800,816
52322,4900,4844
52323,1684,1784
52324,3684,3876
52325,1656,1836
52326,1056,1132
52327,5884,6164
52328,5580,5724
52329,1544,1668
52330,1720,1880
52332,4056,3968
52333,12372,12300
52334,612,632
52335,1316,1520
52336,4700,4752
52337,1688,1692
52338,6432,6700
52339,9216,8800
52340,4428,4292
52341,2172,2200
52342,6796,6300
52345,2904,2968
52346,2136,2204
52347,2704,2936
52348,96,108
52349,15628,14944
52351,2836,2984
52352,4016,4084
52353,18752,17940
52354,764,752
52355,508,600
52356,5492,5132
52358,7580,7352
52359,528,588
52361,9292,8816
52362,2024,2140
52401,3356,4712
52402,82104,78492
52403,48344,46348
52404,75996,75188
52405,48908,45576
52411,13788,13796
52501,61820,59060
52530,2040,1980
52531,12168,11736
52533,2412,2448
52534,564,572
52535,1732,1820
52536,1916,1952
52537,14408,13984
52540,2696,2984
52542,824,916
52543,536,628
52544,16392,14996
52548,200,188
52549,1464,1584
52550,1184,1156
52551,1340,1412
52552,1704,1616
52553,3548,3432
52554,2796,2696
52555,652,724
52556,24464,28524
52557,112,228
52560,820,900
52561,1856,1992
52563,3196,3136
52565,4188,3920
52566,316,356
52567,1184,1276
52569,1084,1356
52570,1824,1992
52571,2860,2768
52572,2308,2220
52573,300,348
52574,1644,1660
52576,1128,1144
52577,30336,29884
52580,960,880
52581,596,624
52583,648,720
52584,844,908
52585,1984,1968
52586,948,1136
52588,264,272
52590,2524,2460
52591,6168,5944
52593,268,300
52594,812,784
52595,804,860
52601,61340,57552
52619,1128,1248
52620,1880,1872
52621,1356,1316
52623,3980,3992
52624,612,548
52625,5464,5744
52626,2644,2740
52627,24860,27560
52630,852,928
52632,27120,25224
52635,1276,1424
52637,4888,4908
52638,1028,1028
52639,3948,4060
52640,2808,2980
52641,23696,25732
52644,820,828
52645,6320,6384
52646,732,772
52647,428,488
52649,1836,1712
52650,1624,1680
52651,1256,1328
52653,7156,7124
52654,3552,3360
52655,8832,8044
52656,4608,4828
52657,196,184
52658,2140,2144
52659,3112,3100
52660,428,476
52701,240,192
52720,1708,1736
52721,1540,1652
52722,71336,67680
52726,8600,9272
52727,752,884
52728,2200,2240
52729,1704,1792
52730,9988,9812
52731,1756,1820
52732,58072,55100
52737,768,768
52738,6896,7372
52739,1440,1540
52742,15640,14832
52745,1244,1288
52746,1864,2004
52747,4388,4036
52748,18156,17244
52749,1876,1824
52750,1180,1296
52751,2028,2188
52752,1080,980
52753,10180,10432
52754,2448,2648
52755,3796,3916
52756,4180,4352
52757,372,432
52758,400,396
52760,1088,1044
52761,62128,60584
52765,884,928
52766,1588,1692
52767,720,676
52768,2744,2960
52769,1288,1396
52772,10172,9944
52773,4784,4736
52774,288,256
52776,9888,9900
52777,2696,2732
52778,7996,8176
52801,1664,2824
52802,21360,22112
52803,45176,43520
52804,56808,52708
52806,57172,52840
52807,27828,26052
53001,3680,3924
53002,4400,4796
